_id,stpName,stpLat,stpLon,rtId,rtDir,isBus,stpLat_bin,stpLon_bin
12444,119th Street & Laflin,41.67754771,-87.65907526,119,North Bound,TRUE,0,6
12429,119th Street & Laflin,41.67761182,-87.65879631,119,South Bound,TRUE,0,6
2937,115th Street & Loomis,41.68487551,-87.65691876,111,North Bound,TRUE,0,6
12445,119th Street & Loomis,41.67761983,-87.65661836,119,North Bound,TRUE,0,6
2861,115th Street & Loomis,41.6849356,-87.65652716,111,South Bound,TRUE,0,6
12428,119th Street & Loomis,41.67769195,-87.6563555,119,South Bound,TRUE,0,6
17421,119th Street & Ada,41.67765589,-87.65510559,119,North Bound,TRUE,0,6
17422,119th Street & Ada,41.67771167,-87.65485333,119,South Bound,TRUE,0,6
2938,115th Street & Throop,41.68489153,-87.65440822,111,North Bound,TRUE,0,6
2860,115th Street & Throop,41.68495563,-87.6542151,111,South Bound,TRUE,0,6
2939,115th Street & Racine,41.68491156,-87.65201032,111,North Bound,TRUE,0,6
2859,115th Street & Racine,41.68498368,-87.65174747,111,South Bound,TRUE,0,6
12446,1220 W 119th Street,41.67769195,-87.65168309,119,North Bound,TRUE,0,6
12427,119th Street & Racine,41.67776007,-87.65143633,119,South Bound,TRUE,0,6
2940,115th Street & Aberdeen,41.68495563,-87.64954805,111,North Bound,TRUE,0,6
2858,115th Street & Aberdeen,41.68502374,-87.64931202,111,South Bound,TRUE,0,6
2941,115th Street & Morgan,41.68499569,-87.64709651,111,North Bound,TRUE,0,6
12447,119th Street & Morgan,41.67771599,-87.64687657,119,North Bound,TRUE,0,6
2857,115th Street & Morgan,41.68505979,-87.64683366,111,South Bound,TRUE,0,6
12426,119th Street & Morgan,41.67778811,-87.64665663,119,South Bound,TRUE,0,6
2856,900 W 115th Street,41.68508383,-87.64496684,111,South Bound,TRUE,0,6
2942,900 W 115th Street,41.68502374,-87.64464498,111,North Bound,TRUE,0,6
12449,119th Street & Peoria,41.67773603,-87.64446259,119,North Bound,TRUE,0,6
12425,119th Street & Peoria,41.67780414,-87.64417291,119,South Bound,TRUE,0,6
15769,115th Street & Halsted,41.68511588,-87.64253676,111,South Bound,TRUE,0,6
2943,115th Street & Halsted,41.68505979,-87.64233291,111,North Bound,TRUE,0,6
3718,Halsted & 115th Street,41.68520001,-87.64226317,8A,South Bound,TRUE,0,6
3718,Halsted & 115th Street,41.68520001,-87.64226317,108,South Bound,TRUE,0,6
15770,119th Street & Halsted,41.67783219,-87.6421988,119,South Bound,TRUE,0,6
3719,Halsted & 116th Street,41.68299256,-87.64217734,8A,South Bound,TRUE,0,6
3719,Halsted & 116th Street,41.68299256,-87.64217734,108,South Bound,TRUE,0,6
3720,Halsted & 117th Street,41.6815743,-87.64213979,8A,South Bound,TRUE,0,6
3720,Halsted & 117th Street,41.6815743,-87.64213979,108,South Bound,TRUE,0,6
12453,119th Street & Halsted,41.67777209,-87.64208078,119,North Bound,TRUE,0,6
3721,Halsted & 118th Street,41.67978741,-87.64207006,8A,South Bound,TRUE,0,6
3721,Halsted & 118th Street,41.67978741,-87.64207006,108,South Bound,TRUE,0,6
3642,Halsted & 114th Street,41.68677443,-87.64202178,8A,North Bound,TRUE,0,6
3642,Halsted & 114th Street,41.68677443,-87.64202178,108,North Bound,TRUE,0,6
15034,Halsted & 115th Street,41.68524408,-87.64201105,8A,North Bound,TRUE,0,6
15034,Halsted & 115th Street,41.68524408,-87.64201105,108,North Bound,TRUE,0,6
14949,Halsted & 119th Street,41.67761182,-87.64197886,8A,South Bound,TRUE,0,6
14949,Halsted & 119th Street,41.67761182,-87.64197886,108,South Bound,TRUE,0,6
3723,Halsted & 119th Street,41.67757977,-87.6419735,8A,South Bound,TRUE,0,6
3640,Halsted & 116th Street,41.68389798,-87.6419735,8A,North Bound,TRUE,0,6
3640,Halsted & 116th Street,41.68389798,-87.6419735,108,North Bound,TRUE,0,6
17640,Halsted & 120th Street,41.67580478,-87.64191449,8A,South Bound,TRUE,0,6
17640,Halsted & 120th Street,41.67580478,-87.64191449,108,South Bound,TRUE,0,6
3639,Halsted & 117th Street,41.68167045,-87.64188766,8A,North Bound,TRUE,0,6
3639,Halsted & 117th Street,41.68167045,-87.64188766,108,North Bound,TRUE,0,6
5984,12100 S Halsted,41.67424212,-87.64185548,8A,South Bound,TRUE,0,6
5984,12100 S Halsted,41.67424212,-87.64185548,108,South Bound,TRUE,0,6
5985,Halsted & 122nd Street,41.67243499,-87.64182866,8A,South Bound,TRUE,0,6
5985,Halsted & 122nd Street,41.67243499,-87.64182866,108,South Bound,TRUE,0,6
3638,Halsted & 118th Street,41.67958307,-87.64182329,8A,North Bound,TRUE,0,6
3638,Halsted & 118th Street,41.67958307,-87.64182329,108,North Bound,TRUE,0,6
14545,Halsted & 119th Street,41.67798444,-87.64176965,8A,North Bound,TRUE,0,6
14545,Halsted & 119th Street,41.67798444,-87.64176965,108,North Bound,TRUE,0,6
5986,Halsted & 123rd Street,41.67059976,-87.64174819,8A,South Bound,TRUE,0,6
5986,Halsted & 123rd Street,41.67059976,-87.64174819,108,South Bound,TRUE,0,6
17643,Halsted & 120th Street,41.67612933,-87.641716,8A,North Bound,TRUE,0,6
17643,Halsted & 120th Street,41.67612933,-87.641716,108,North Bound,TRUE,0,6
5987,Halsted & 124th Street,41.66883661,-87.64169991,8A,South Bound,TRUE,0,6
5987,Halsted & 124th Street,41.66883661,-87.64169991,108,South Bound,TRUE,0,6
5981,12100 S Halsted,41.67399369,-87.64163554,8A,North Bound,TRUE,0,6
5981,12100 S Halsted,41.67399369,-87.64163554,108,North Bound,TRUE,0,6
5988,Halsted & 125th Street,41.6669612,-87.64163017,8A,South Bound,TRUE,0,6
5988,Halsted & 125th Street,41.6669612,-87.64163017,108,South Bound,TRUE,0,6
5989,Halsted & 126th Street,41.66506169,-87.64158726,8A,South Bound,TRUE,0,6
5989,Halsted & 126th Street,41.66506169,-87.64158726,108,South Bound,TRUE,0,6
5980,Halsted & 122nd Street,41.67222262,-87.64157653,8A,North Bound,TRUE,0,6
5980,Halsted & 122nd Street,41.67222262,-87.64157653,108,North Bound,TRUE,0,6
17639,Halsted & 123rd Street,41.67073199,-87.64154971,8A,North Bound,TRUE,0,6
17639,Halsted & 123rd Street,41.67073199,-87.64154971,108,North Bound,TRUE,0,6
5990,Halsted & 127th Street,41.66343865,-87.64151216,8A,South Bound,TRUE,0,6
5990,Halsted & 127th Street,41.66343865,-87.64151216,108,South Bound,TRUE,0,6
5978,Halsted & 124th Street,41.66857614,-87.64146388,8A,North Bound,TRUE,0,6
5978,Halsted & 124th Street,41.66857614,-87.64146388,108,North Bound,TRUE,0,6
5977,Halsted & 125th Street,41.66675282,-87.6413995,8A,North Bound,TRUE,0,6
5977,Halsted & 125th Street,41.66675282,-87.6413995,108,North Bound,TRUE,0,6
5976,Halsted & 126th Street,41.66496552,-87.64135659,8A,North Bound,TRUE,0,6
5976,Halsted & 126th Street,41.66496552,-87.64135659,108,North Bound,TRUE,0,6
5975,127th Street & Halsted,41.66334247,-87.64129221,8A,North Bound,TRUE,0,6
5975,127th Street & Halsted,41.66334247,-87.64129221,108,North Bound,TRUE,0,6
5991,Vermont & Halsted,41.66206004,-87.64112592,8A,South Bound,TRUE,0,6
5991,Vermont & Halsted,41.66206004,-87.64112592,108,South Bound,TRUE,0,6
2944,115th Street & Union,41.68508383,-87.64054656,111,North Bound,TRUE,0,6
2854,115th Street & Union,41.68514793,-87.64053583,111,South Bound,TRUE,0,6
5974,127th Street & Emerald,41.66329038,-87.64001012,8A,North Bound,TRUE,0,6
5974,127th Street & Emerald,41.66329038,-87.64001012,108,North Bound,TRUE,0,6
12454,119th Street & Union,41.67780414,-87.63958097,119,North Bound,TRUE,0,6
12423,119th Street & Union,41.67788027,-87.63932884,119,South Bound,TRUE,0,7
5992,Vermont & Union,41.66258103,-87.63920546,8A,South Bound,TRUE,0,7
5992,Vermont & Union,41.66258103,-87.63920546,108,North Bound,TRUE,0,7
5992,Vermont & Union,41.66258103,-87.63920546,108,South Bound,TRUE,0,7
5973,Lowe & 127th Street,41.66315011,-87.63772488,8A,North Bound,TRUE,0,7
5973,Lowe & 127th Street,41.66315011,-87.63772488,8A,South Bound,TRUE,0,7
5973,Lowe & 127th Street,41.66315011,-87.63772488,108,North Bound,TRUE,0,7
2945,115th Street & Wallace,41.68512389,-87.63749957,111,North Bound,TRUE,0,7
12455,119th Street & Wallace,41.67782417,-87.63720989,119,North Bound,TRUE,0,7
2853,115th Street & Wallace,41.68517597,-87.63718307,111,South Bound,TRUE,0,7
12422,119th Street & Wallace,41.67789229,-87.6369524,119,South Bound,TRUE,0,7
2946,115th Street & Normal,41.68513992,-87.63513386,111,North Bound,TRUE,0,7
2852,115th Street & Normal,41.68520001,-87.6351285,111,South Bound,TRUE,0,7
12456,119th Street & Normal,41.67785623,-87.63480663,119,North Bound,TRUE,0,7
12421,119th Street & Normal,41.67792033,-87.63451695,119,South Bound,TRUE,0,7
2947,115th Street & Stewart,41.68515995,-87.63263941,111,North Bound,TRUE,0,7
2851,115th Street & Stewart,41.68522405,-87.63260186,111,South Bound,TRUE,0,7
12457,119th Street & Stewart,41.67788427,-87.6324302,119,North Bound,TRUE,0,7
12420,119th Street & Stewart,41.67795639,-87.6321137,119,South Bound,TRUE,0,7
2948,115th Street & Princeton,41.68520402,-87.6301825,111,North Bound,TRUE,0,7
2850,115th Street & Princeton,41.6852601,-87.63017178,111,South Bound,TRUE,0,7
12458,119th Street & Princeton,41.67790431,-87.62998939,119,North Bound,TRUE,0,7
12419,119th Street & Princeton,41.67797242,-87.62969434,119,South Bound,TRUE,0,7
2849,115th Street & Wentworth,41.68530017,-87.6278007,111,South Bound,TRUE,0,7
2949,115th Street & Wentworth,41.68523607,-87.62776852,111,North Bound,TRUE,0,7
12459,119th Street & Wentworth,41.67792835,-87.62756467,119,North Bound,TRUE,0,7
12418,119th Street & Wentworth,41.67798845,-87.62737155,119,South Bound,TRUE,0,7
2848,115th Street & Perry,41.68531218,-87.62567103,111,South Bound,TRUE,0,7
2950,115th Street & Perry,41.68524809,-87.62555301,111,North Bound,TRUE,0,7
12460,119th Street & Perry,41.67794838,-87.6252687,119,North Bound,TRUE,0,7
12417,119th Street & Perry,41.67801249,-87.62498975,119,South Bound,TRUE,0,7
2847,115th Street & State,41.68536026,-87.62302637,111,South Bound,TRUE,0,7
2951,115th Street & State,41.68530417,-87.62300491,111,North Bound,TRUE,0,7
12461,119th Street & State,41.67797242,-87.62280107,119,North Bound,TRUE,0,7
12416,119th Street & State,41.67803252,-87.62251139,119,South Bound,TRUE,0,7
2952,115th Street & Michigan,41.68530818,-87.62094498,111,North Bound,TRUE,0,7
2846,115th Street & Michigan,41.68537628,-87.62093425,111,South Bound,TRUE,0,7
17233,Michigan & 115th Street,41.68499169,-87.62078404,34,South Bound,TRUE,0,7
17233,Michigan & 115th Street,41.68499169,-87.62078404,119,South Bound,TRUE,0,7
7549,Michigan & Kensington,41.6840342,-87.62072504,34,South Bound,TRUE,0,7
7549,Michigan & Kensington,41.6840342,-87.62072504,119,South Bound,TRUE,0,7
7604,Michigan & 115th Street,41.68520402,-87.62071431,34,North Bound,TRUE,0,7
7604,Michigan & 115th Street,41.68520402,-87.62071431,119,North Bound,TRUE,0,7
7550,Michigan & 116th Street,41.682644,-87.62067676,34,South Bound,TRUE,0,7
7550,Michigan & 116th Street,41.682644,-87.62067676,119,South Bound,TRUE,0,7
7551,Michigan & 117th Street,41.68175859,-87.62063384,34,South Bound,TRUE,0,7
7551,Michigan & 117th Street,41.68175859,-87.62063384,119,South Bound,TRUE,0,7
7603,Michigan & Kensington,41.68384189,-87.62062311,34,North Bound,TRUE,0,7
7603,Michigan & Kensington,41.68384189,-87.62062311,119,North Bound,TRUE,0,7
7552,Michigan & 118th Street,41.68000777,-87.62059629,34,South Bound,TRUE,0,7
7552,Michigan & 118th Street,41.68000777,-87.62059629,119,South Bound,TRUE,0,7
7602,Michigan & 116th Street,41.68245971,-87.62059093,34,North Bound,TRUE,0,7
7602,Michigan & 116th Street,41.68245971,-87.62059093,119,North Bound,TRUE,0,7
7601,Michigan & 117th Street,41.68146212,-87.62054265,34,North Bound,TRUE,0,7
7601,Michigan & 117th Street,41.68146212,-87.62054265,119,North Bound,TRUE,0,7
7553,Michigan & 119th Street,41.67816073,-87.62051582,34,South Bound,TRUE,0,7
7553,Michigan & 119th Street,41.67816073,-87.62051582,119,South Bound,TRUE,0,7
7600,Michigan & 118th Street,41.67979943,-87.62051046,34,North Bound,TRUE,0,7
7600,Michigan & 118th Street,41.67979943,-87.62051046,119,North Bound,TRUE,0,7
7554,Michigan & 120th Street,41.6763457,-87.62047827,34,South Bound,TRUE,0,7
7599,Michigan & 119th Street,41.67825288,-87.62043536,34,North Bound,TRUE,0,7
7599,Michigan & 119th Street,41.67825288,-87.62043536,119,North Bound,TRUE,0,7
7555,Michigan & 121st Street,41.67451859,-87.62040854,34,South Bound,TRUE,0,7
7598,Michigan & 120th Street,41.67610529,-87.62038708,34,North Bound,TRUE,0,7
7556,Michigan & 122nd Street,41.67267541,-87.62037098,34,South Bound,TRUE,0,7
7597,Michigan & 121st Street,41.67424212,-87.62031198,34,North Bound,TRUE,0,7
7557,Michigan & 123rd Street,41.67089228,-87.62029588,34,South Bound,TRUE,0,7
7596,Michigan & 122nd Street,41.67247907,-87.62027442,34,North Bound,TRUE,0,7
7558,Michigan & 124th Street,41.669053,-87.62022078,34,South Bound,TRUE,0,7
7595,Michigan & 123rd Street,41.67064384,-87.62019396,34,North Bound,TRUE,0,7
7559,Michigan & 124th Place,41.66779873,-87.62016714,34,South Bound,TRUE,0,7
7594,Michigan & 124th Street,41.66884462,-87.62013495,34,North Bound,TRUE,0,7
7560,Michigan & 125th Place,41.66645627,-87.62010276,34,South Bound,TRUE,0,7
7593,Michigan & 124th Place,41.66760638,-87.62007058,34,North Bound,TRUE,0,7
7561,Michigan & 126th Street,41.66453271,-87.62004375,34,South Bound,TRUE,0,7
7592,Michigan & 125th Place,41.66623587,-87.6200062,34,North Bound,TRUE,0,7
7591,Michigan & 126th Street,41.66445256,-87.61995792,34,North Bound,TRUE,0,7
7590,127th Street & Michigan,41.66352281,-87.61981308,34,North Bound,TRUE,0,7
7590,127th Street & Michigan,41.66352281,-87.61981308,108,North Bound,TRUE,0,7
2845,115th Street & Indiana,41.68540433,-87.61819303,111,South Bound,TRUE,0,7
2953,115th Street & Indiana,41.68534423,-87.61816621,111,North Bound,TRUE,0,7
7562,130th Street & Indiana,41.65907829,-87.61752248,34,South Bound,TRUE,0,7
7562,130th Street & Indiana,41.65907829,-87.61752248,108,South Bound,TRUE,0,7
7589,130th Street & Indiana,41.65914241,-87.61725962,34,North Bound,TRUE,0,7
7589,130th Street & Indiana,41.65914241,-87.61725962,108,North Bound,TRUE,0,7
2954,115th Street & Prairie,41.68535225,-87.61692703,111,North Bound,TRUE,0,7
2844,115th Street & Prairie,41.68541635,-87.61691093,111,South Bound,TRUE,0,7
2955,115th Street & Forest,41.68536427,-87.61562347,111,North Bound,TRUE,0,7
2843,115th Street & Forest,41.68542436,-87.61553228,111,South Bound,TRUE,0,7
7563,130th Street & Daniel Drive,41.65908229,-87.61522651,34,South Bound,TRUE,0,7
7563,130th Street & Daniel Drive,41.65908229,-87.61522651,108,South Bound,TRUE,0,7
7588,130th Street & Daniel Drive,41.65915444,-87.61497438,34,North Bound,TRUE,0,7
7588,130th Street & Daniel Drive,41.65915444,-87.61497438,108,North Bound,TRUE,0,7
14049,King Drive & 115th Street,41.6857128,-87.61315048,111,North Bound,TRUE,0,7
2842,115th Street & King Drive,41.68545641,-87.61299491,111,South Bound,TRUE,0,7
2841,Cottage Grove & 115th Street,41.68557259,-87.61146069,111,South Bound,TRUE,0,7
2985,Eberhart & 130th Street,41.65884182,-87.61066675,34,North Bound,TRUE,0,7
2985,Eberhart & 130th Street,41.65884182,-87.61066675,34,South Bound,TRUE,0,7
7587,Eberhart & 130th Street,41.65894603,-87.61058629,34,North Bound,TRUE,0,7
2986,131st Street & Rhodes,41.65736291,-87.60986209,34,North Bound,TRUE,0,7
2986,131st Street & Rhodes,41.65736291,-87.60986209,34,South Bound,TRUE,0,7
7586,131st Street & Rhodes,41.65742704,-87.6095885,34,North Bound,TRUE,0,7
2987,131st Street & St. Lawrence,41.65737494,-87.60769486,34,North Bound,TRUE,0,7
2987,131st Street & St. Lawrence,41.65737494,-87.60769486,34,South Bound,TRUE,0,7
7585,131st Street & St. Lawrence,41.65740299,-87.60745883,34,North Bound,TRUE,0,7
7584,Langley & 131st Street,41.65710641,-87.60508776,34,North Bound,TRUE,0,7
7583,Langley & 132nd Street,41.6556475,-87.60505557,34,North Bound,TRUE,0,7
7582,Langley & 133rd Street,41.65414446,-87.60496974,34,North Bound,TRUE,0,7
2988,131st Street & Langley,41.65726272,-87.60469615,34,North Bound,TRUE,0,7
2988,131st Street & Langley,41.65726272,-87.60469615,34,South Bound,TRUE,0,7
7581,133rd Place & Langley,41.65262937,-87.60446012,34,North Bound,TRUE,0,7
2989,131st Street & Corliss,41.65715851,-87.60238945,34,North Bound,TRUE,0,7
2989,131st Street & Corliss,41.65715851,-87.60238945,34,South Bound,TRUE,0,7
7580,133rd Place & Corliss,41.65326668,-87.60183156,34,North Bound,TRUE,0,7
2990,131st Street & Ingleside,41.65724268,-87.6003027,34,North Bound,TRUE,0,8
2990,131st Street & Ingleside,41.65724268,-87.6003027,34,South Bound,TRUE,0,8
7579,948 E 133rd Place,41.65381579,-87.59977162,34,North Bound,TRUE,0,8
7576,Ellis & 131st Street,41.65714248,-87.59808183,34,North Bound,TRUE,0,8
7576,Ellis & 131st Street,41.65714248,-87.59808183,34,South Bound,TRUE,0,8
7578,Ellis & 133rd Street,41.65388794,-87.59685338,34,North Bound,TRUE,0,8
7577,Ellis & 132nd Place,41.65531483,-87.59677827,34,North Bound,TRUE,0,8
16030,Carver High School,41.65682184,-87.59139776,34,North Bound,TRUE,0,8
16030,Carver High School,41.65682184,-87.59139776,34,South Bound,TRUE,0,8
16030,Carver High School,41.65682184,-87.59139776,108,North Bound,TRUE,0,8
16030,Carver High School,41.65682184,-87.59139776,108,South Bound,TRUE,0,8
15825,130th Street & Exchange,41.65915444,-87.55211413,108,South Bound,TRUE,0,9
7315,Exchange & 131st Street,41.65732684,-87.55194247,30,South Bound,TRUE,0,9
7316,Exchange & 130th Street,41.65915844,-87.5519371,30,North Bound,TRUE,0,9
7316,Exchange & 130th Street,41.65915844,-87.5519371,30,South Bound,TRUE,0,9
15824,130th Street & Exchange,41.65922257,-87.55189955,108,North Bound,TRUE,0,9
7314,132nd Street & Exchange,41.65554729,-87.55180836,30,South Bound,TRUE,0,9
7317,130th Street & Carondolet,41.65915043,-87.54966259,30,North Bound,TRUE,0,9
7317,130th Street & Carondolet,41.65915043,-87.54966259,30,South Bound,TRUE,0,9
7317,130th Street & Carondolet,41.65915043,-87.54966259,108,South Bound,TRUE,0,9
15823,130th Street & Carondolet,41.65920253,-87.54944801,108,North Bound,TRUE,0,9
7313,132nd Street & Carondolet,41.65554329,-87.54943728,30,South Bound,TRUE,0,9
7318,130th Street & Baltimore,41.65912237,-87.54730225,30,North Bound,TRUE,0,9
7318,130th Street & Baltimore,41.65912237,-87.54730225,30,South Bound,TRUE,0,9
7318,130th Street & Baltimore,41.65912237,-87.54730225,108,South Bound,TRUE,0,9
7323,Baltimore & Brainard,41.64967123,-87.54720569,30,North Bound,TRUE,0,9
7323,Baltimore & Brainard,41.64967123,-87.54720569,30,South Bound,TRUE,0,9
7322,Baltimore & 134th Street,41.65198003,-87.54716277,30,North Bound,TRUE,0,9
7322,Baltimore & 134th Street,41.65198003,-87.54716277,30,South Bound,TRUE,0,9
